1	65.4825
2	65.7009
3	73.9523
4	74.3182
5	74.7517
6	75.2341
7	75.7489
8	76.2824
9	76.8241
10	77.3659
11	77.9022
12	78.4291
13	78.9439
14	79.4449
15	79.9314
16	80.4029
17	80.8593
18	81.3009
19	81.728
20	82.1412
21	82.5408
22	82.9276
23	83.302
24	83.6646
25	84.0161
26	84.3569
27	84.6875
28	85.0085
29	85.3202
30	85.6233
31	85.918
32	86.2049
33	86.4841
34	86.7562
35	87.0214
36	87.28
37	87.5324
38	87.7788
39	88.0195
40	88.2547
41	88.4846
42	88.7095
43	88.9295
44	89.145
45	89.3559
46	89.5626
47	89.7652
48	89.9638
49	90.1585
50	90.3496
51	90.5372
52	90.7213
53	90.9021
54	91.0798
55	91.2543
56	91.4259
57	91.5945
58	91.7604
59	91.9236
60	92.0841
61	92.2422
62	92.3977
63	92.5509
64	92.7018
65	92.8504
66	92.9968
67	93.1411
68	93.2833
69	93.4236
70	93.5618
71	93.6982
72	93.8328
73	93.9655
74	94.0965
75	94.2258
76	94.3534
77	94.4794
78	94.6038
79	94.7266
80	94.848
81	94.9679
82	95.0863
83	95.2034
84	95.3191
85	95.4334
86	95.5465
87	95.6582
88	95.7687
89	95.878
90	95.9861
91	96.093
92	96.1988
93	96.3034
94	96.407
95	96.5095
96	96.6109
97	96.7113
98	96.8106
99	96.909
100	97.0064
101	97.1029
102	97.1984
103	97.293
104	97.3867
105	97.4795
106	97.5715
107	97.6626
108	97.7529
109	97.8423
110	97.931
111	98.0188
112	98.1059
113	98.1922
114	98.2777
115	98.3626
116	98.4467
117	98.53
118	98.6127
119	98.6947
120	98.776
121	98.8567
122	98.9366
123	99.016
124	99.0947
125	99.1728
126	99.2502
127	99.3271
128	99.4033
129	99.479
130	99.5541
131	99.6286
132	99.7026
133	99.776
134	99.8489
135	99.9212
136	99.993
137	100.064
138	100.135
139	100.205
140	100.275
141	100.344
142	100.413
143	100.481
144	100.549
145	100.617
146	100.683
147	100.75
148	100.816
149	100.882
150	100.947
151	101.011
152	101.076
153	101.139
154	101.203
155	101.266
156	101.329
157	101.391
158	101.453
159	101.514
160	101.575
161	101.636
162	101.696
163	101.756
164	101.816
165	101.875
166	101.934
167	101.992
168	102.05
169	102.108
170	102.166
171	102.223
172	102.28
173	102.336
174	102.392
175	102.448
176	102.504
177	102.559
178	102.614
179	102.669
180	102.723
181	102.777
182	102.831
183	102.884
184	102.937
185	102.99
186	103.042
187	103.095
188	103.147
189	103.198
190	103.25
191	103.301
192	103.352
193	103.403
194	103.453
195	103.503
196	103.553
197	103.603
198	103.652
199	103.701
200	133.263
201	133.394
202	133.524
203	133.653
204	133.782
205	133.91
206	134.038
207	134.165
208	134.292
209	134.418
210	134.544
211	134.669
212	134.794
213	134.918
214	135.041
215	135.164
216	135.287
217	135.409
218	135.531
219	135.652
220	135.773
221	135.893
222	136.013
223	136.132
224	136.251
225	136.369
226	136.487
227	136.604
228	136.721
229	136.838
230	136.954
231	137.07
232	137.185
233	137.3
234	137.414
235	137.528
236	137.642
237	137.755
238	137.868
239	137.98
240	183.534
241	183.606
242	183.678
243	183.749
244	183.821
245	183.892
246	183.962
247	184.033
248	184.103
249	184.173
250	184.242
251	184.311
252	184.38
253	184.449
254	184.518
255	184.586
256	184.654
257	184.721
258	184.789
259	184.856
260	184.923
261	184.989
262	185.056
263	185.122
264	185.188
265	185.253
266	185.318
267	185.384
268	185.448
269	185.513
270	185.577
271	185.642
272	185.706
273	185.769
274	185.833
275	185.896
276	185.959
277	186.022
278	186.084
279	186.146
280	186.209
281	186.27
282	186.332
283	186.394
284	186.455
285	186.516
286	186.577
287	186.637
288	186.697
289	186.758
290	186.818
291	186.877
292	186.937
293	186.996
294	187.055
295	187.114
296	187.173
297	187.231
298	187.29
299	187.348
300	187.406
301	187.464
302	187.521
303	187.579
304	187.636
305	187.693
306	187.75
307	187.806
308	187.863
309	187.919
310	187.975
311	188.031
312	188.087
313	188.142
314	188.198
315	188.253
316	188.308
317	188.363
318	188.417
319	188.472
320	188.526
321	188.58
322	188.634
323	188.688
324	188.742
325	188.795
326	188.849
327	188.902
328	188.955
329	189.008
330	189.06
331	189.113
332	189.165
333	189.217
334	189.269
335	189.321
336	189.373
337	189.425
338	189.476
339	189.527
340	189.579
341	189.629
342	189.68
343	189.731
344	189.782
345	189.832
346	189.882
347	189.932
348	189.982
349	190.032
350	190.082
351	190.131
352	190.181
353	190.23
354	190.279
355	190.328
356	190.377
357	190.426
358	190.474
359	190.523
360	190.571
361	190.619
362	190.667
363	190.715
364	190.763
365	190.81
366	190.858
367	190.905
368	190.952
369	190.999
370	191.046
371	191.093
372	191.14
373	191.187
374	191.233
375	191.28
376	191.326
377	191.372
378	191.418
379	191.464
380	191.509
381	191.555
382	191.601
383	191.646
384	191.691
385	191.736
386	191.781
387	191.826
388	191.871
389	191.916
390	191.96
391	192.005
392	192.049
393	192.094
394	192.138
395	192.182
396	192.226
397	192.269
398	192.313
399	192.357
400	192.4
401	192.443
402	192.487
403	192.53
404	192.573
405	192.616
406	192.659
407	192.701
408	192.744
409	192.786
410	192.829
411	192.871
412	192.913
413	192.955
414	192.997
415	193.039
416	193.081
417	193.123
418	193.164
419	193.206
420	193.247
421	193.289
422	193.33
423	193.371
424	193.412
425	193.453
426	193.494
427	193.534
428	193.575
429	193.615
430	193.656
431	193.696
432	193.736
433	193.777
434	193.817
435	193.857
436	193.896
437	193.936
438	193.976
439	194.015
440	194.055
441	194.094
442	194.134
443	194.173
444	194.212
445	194.251
446	194.29
447	194.329
448	194.368
449	194.407
450	194.445
451	194.484
452	194.522
453	194.561
454	194.599
455	194.637
456	194.675
457	194.713
458	194.751
459	194.789
460	194.827
461	194.865
462	194.902
463	194.94
464	194.977
465	195.015
466	195.052
467	195.089
468	195.126
469	195.163
470	195.2
471	195.237
472	195.274
473	195.311
474	195.348
475	195.384
476	195.421
477	195.457
478	195.493
479	195.53
480	195.566
481	195.602
482	195.638
483	195.674
484	195.71
485	195.746
486	195.782
487	195.817
488	195.853
489	195.889
490	195.924
491	195.959
492	195.995
493	196.03
494	196.065
495	196.1
496	196.135
497	196.17
498	196.205
499	196.24
500	196.275
501	196.31
502	196.344
503	196.379
